             JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2455241.500000000, A.D. 2010-Feb-14 00:00:00.0000, -1.198413054003989E+00,  1.141564225454227E+00,  5.334739937690005E-02, -9.123691021312002E-03, -8.941136276743093E-03,  3.668501943003211E-05,  9.564036320939825E-03,  1.655961555672219E+00,  4.402434102916835E-04,
2455242.500000000, A.D. 2010-Feb-15 00:00:00.0000, -1.207497611547259E+00,  1.132586001192923E+00,  5.338234628741478E-02, -9.045335779116972E-03, -9.015205053517552E-03,  3.320889480530725E-05,  9.566551560648192E-03,  1.656397055927612E+00,  4.307536490710424E-04,
2455243.500000000, A.D. 2010-Feb-16 00:00:00.0000, -1.216503549671120E+00,  1.123534030223453E+00,  5.341381734007997E-02, -8.966452930723963E-03, -9.088629280467310E-03,  2.973331930422662E-05,  9.569011932611421E-03,  1.656823056127428E+00,  4.212433554684622E-04,
2455244.500000000, A.D. 2010-Feb-17 00:00:00.0000, -1.225430343088286E+00,  1.114408958361850E+00,  5.344181317178154E-02, -8.887047105176848E-03, -9.161406409707301E-03,  2.625846598065587E-05,  9.571417319666863E-03,  1.657239535985581E+00,  4.117130289161672E-04,
2455245.500000000, A.D. 2010-Feb-18 00:00:00.0000, -1.234277471123950E+00,  1.105211433961721E+00,  5.346633458571126E-02, -8.807122920957549E-03, -9.233533917505756E-03,  2.278450563021777E-05,  9.573767607477341E-03,  1.657646475705205E+00,  4.021631626697267E-04,
2455246.500000000, A.D. 2010-Feb-19 00:00:00.0000, -1.243044417708362E+00,  1.095942107893716E+00,  5.348738255088248E-02, -8.726684979359927E-03, -9.305009303110484E-03,  1.931160336633418E-05,  9.576062684520789E-03,  1.658043855976852E+00,  3.925942391943813E-04,
2455247.500000000, A.D. 2010-Feb-20 00:00:00.0000, -1.251730671369566E+00,  1.086601633526736E+00,  5.350495820177211E-02, -8.645737865322255E-03, -9.375830086655884E-03,  1.583991902014357E-05,  9.578302442085280E-03,  1.658431657977635E+00,  3.830067316704376E-04,
2455248.500000000, A.D. 2010-Feb-21 00:00:00.0000, -1.260335725225387E+00,  1.077190666710254E+00,  5.351906283756709E-02, -8.564286154257783E-03, -9.445993800957323E-03,  1.236961114868677E-05,  9.580486774262795E-03,  1.658809863370150E+00,  3.734011141023730E-04,
2455249.500000000, A.D. 2010-Feb-22 00:00:00.0000, -1.268859076975252E+00,  1.067709865756370E+00,  5.352969792118668E-02, -8.482334420167464E-03, -9.515497984591052E-03,  8.900841701119206E-06,  9.582615577938727E-03,  1.659178454300654E+00,  3.637778715360002E-04,
2455250.500000000, A.D. 2010-Feb-23 00:00:00.0000, -1.277300228893191E+00,  1.058159891421199E+00,  5.353686507872302E-02, -8.399887238251160E-03, -9.584340187891458E-03,  5.433776836154008E-06,  9.584688752781952E-03,  1.659537413397354E+00,  3.541374976936272E-04,
